cohort,feat,auc,p,n1,n0,half_a,half_b,med_pos,med_neg,sep
t40,t40_zz20_uppurity,0.5273467432950192,0.509,116,90,0.5793103448275863,0.46293103448275863,0.5,0.5,0.027346743295019182
t40,gx_ret_r,0.5241379310344828,0.556,116,90,0.4663793103448276,0.5887931034482758,1.4133333333333333,1.06,0.024137931034482807
t40,t40_lowcad_s,0.4759099616858238,0.492,116,90,0.43603448275862067,0.5144396551724137,0.0,0.0,0.02409003831417622
t40,zz20_trend,0.47638888888888886,0.506,116,90,0.5431034482758621,0.40323275862068964,0.0,1.0,0.023611111111111138
t40,zz40_vs_lastlow_t,0.5227011494252873,0.582,116,90,0.5537931034482758,0.4892241379310345,43.75509744993178,12.974167391643277,0.022701149425287337
t40,zz20_vs_lastlow_t,0.5217432950191571,0.574,116,90,0.5755172413793104,0.45948275862068966,45.30159922956955,12.974167391643277,0.02174329501915706
t40,t40_below_prelow_t,0.47844827586206895,0.591,116,90,0.425,0.5405172413793103,15.0,47.5,0.02155172413793105
t40,pos_in_gxrange,0.47902298850574715,0.612,116,90,0.4689655172413793,0.4974137931034483,0.9992353283328728,1.003103121049944,0.02097701149425285
t40,zz20_hl,0.48017241379310344,0.56,116,90,0.5358620689655172,0.40948275862068967,1.0,1.0,0.019827586206896564
t40,mom_15m_r,0.48093869731800765,0.65,116,90,0.48551724137931035,0.4625,0.5550579528640568,0.6246031624624447,0.019061302681992354
t40,t40_zz20_hl,0.5184865900383142,0.663,116,90,0.5672413793103448,0.4586206896551724,1.0,0.0,0.01848659003831421
t40,mom_5m_r,0.5176245210727969,0.654,116,90,0.5562068965517242,0.47586206896551725,0.15243347385927336,0.1798442641895478,0.017624521072796884
t40,zz40_vs_lasthigh_t,0.5161877394636015,0.702,116,90,0.5768965517241379,0.440948275862069,-69.07943095877272,-76.9519534264764,0.016187739463601525
t40,bar_lowwick,0.4843390804597701,0.681,116,90,0.491551724137931,0.4853448275862069,0.1958114929139973,0.23876592890677395,0.01566091954022991
t40,zz20_hh,0.4843869731800766,0.649,116,90,0.5448275862068965,0.41422413793103446,1.0,1.0,0.015613026819923381
t40,min_since_hi,0.5154214559386974,0.714,116,90,0.57,0.4581896551724138,20.5,10.0,0.01542145593869737
t40,zz40_uppurity,0.4849137931034483,0.708,116,90,0.4970689655172414,0.472198275862069,0.75,0.75,0.015086206896551713
t40,t40_lows_broken_uw,0.5149425287356322,0.696,116,90,0.5486206896551724,0.47564655172413794,1.0,1.0,0.014942528735632177
t40,t40_uw_pushes,0.5148467432950191,0.536,116,90,0.5012068965517241,0.5245689655172414,0.0,0.0,0.014846743295019116
t40,t40_maxretr_r,0.5112068965517241,0.783,116,90,0.45362068965517244,0.5683189655172414,0.30666666666666664,0.29666666666666663,0.011206896551724133
t40,t40_zz20_trend,0.5091954022988506,0.801,116,90,0.5596551724137931,0.4381465517241379,0.0,0.0,0.00919540229885063
